label,area,min_intensity_particle,max_intensity_particle,mean_intensity_particle,fname_particle,particle_cyto,particle_bg,min_intensity_mask,max_intensity_mask,mean_intensity_mask,fname_mask,mask_cyto,mask_bg,mask@kt/mask@cyto,particle@kt/particle@cyto,mask@kt/mask@cyto:particle@kt/particle@cyto,mean_intensity_mask/mean_intensity_particle,mean_intensity_particle/mean_intensity_mask,particle@kt/particle@cyto:mask@kt/mask@cyto,condition,cell,Experiment
1_8,8.0,49.0,537.0,295.125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,280.0,584.0,423.5,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,1.3666725449454045,0.45487531171844603,3.004499276477184,1.4349851757729775,0.6968713105076741,0.3328341623608289,Interphase,KTProtein_Interphase_1,Expt-1
1_10,5.0,100.0,882.0,463.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0001.tif,648.8041720379703,233.11,95.0,556.0,317.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0001.tif,309.87671594508976,150.48,1.023632895529356,0.7136205652711242,1.4344217996862936,0.685097192224622,1.4596469104665826,0.6971450100791126,Interphase,KTProtein_Interphase_1,Expt-1
2_1,5.0,1014.0,1533.0,1225.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,363.0,919.0,640.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.0009280365303552,1.7703073586665021,1.130271546765512,0.5222711698482624,1.9147141518275537,0.8847431423552076,Interphase,KTProtein_Interphase_1,Expt-1
2_2,8.0,21.0,201.0,112.25,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,250.0,918.0,566.125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,1.7694085983766747,0.16211209088784048,10.914723193601056,5.043429844097996,0.19827776551115037,0.09161936425343954,Interphase,KTProtein_Interphase_1,Expt-1
2_3,37.0,30.0,2380.0,1077.7837837837835,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,175.0,1581.0,746.4864864864865,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.333123617153778,1.5565414941131166,1.498915143590914,0.692612468027484,1.4438088341781314,0.6671491740381812,Interphase,KTProtein_Interphase_1,Expt-1
2_4,48.0,110.0,4456.0,1808.1458333333333,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,150.0,2603.0,844.2291666666666,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.6386157588878336,2.6113345360517006,1.0104472339562367,0.4669032503370165,2.141771339732991,0.9896607822703098,Interphase,KTProtein_Interphase_1,Expt-1
2_5,17.0,56.0,1366.0,630.4705882352941,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,169.0,1211.0,672.5882352941177,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.102156602687403,0.9105292231813832,2.308719532737765,1.066803508117186,0.9373797446213049,0.43314052912012363,Interphase,KTProtein_Interphase_1,Expt-1
2_6,13.0,115.0,1163.0,611.3076923076923,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,334.0,1334.0,755.7692307692307,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.3621365869933357,0.8828540594727896,2.6755685853717694,1.236315590788977,0.8088549618320611,0.373752332669525,Interphase,KTProtein_Interphase_1,Expt-1
2_7,47.0,85.0,3319.0,1473.2340425531916,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,173.0,2138.0,828.8297872340426,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.590485408916096,2.127653015638696,1.2175318954150345,0.5625920683977932,1.7774868437941216,0.8213337192773239,Interphase,KTProtein_Interphase_1,Expt-1
2_9,10.0,43.0,1853.0,826.2,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,247.0,1103.0,740.3,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.3137879185308057,1.1932027571628847,1.9391406067753072,0.8960300169450495,1.1160340402539513,0.5156923621247608,Interphase,KTProtein_Interphase_1,Expt-1
2_10,14.0,29.0,693.0,302.92857142857144,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,226.0,1316.0,687.0714285714286,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.147423437250132,0.4374911724182829,4.908495468331398,2.268097146899316,0.4408982222684271,0.20372841463372923,Interphase,KTProtein_Interphase_1,Expt-1
2_11,42.0,27.0,2940.0,1223.1666666666667,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,214.0,2003.0,945.1666666666666,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.95409322481611,1.7665042836315685,1.6722819481326723,0.7727210791660989,1.2941280197496035,0.5979852865819872,Interphase,KTProtein_Interphase_1,Expt-1
2_12,5.0,1628.0,1851.0,1726.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,582.0,1094.0,887.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.773545047824175,2.4938544191102268,1.112151947030548,0.5138985406532314,1.9459093982420554,0.8991577119205748,Interphase,KTProtein_Interphase_1,Expt-1
2_13,14.0,68.0,1001.0,474.7142857142857,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,211.0,1173.0,611.1428571428571,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,1.9101107110003255,0.685585081794838,2.786103084389937,1.2873909118266627,0.7767648433847593,0.3589242643615128,Interphase,KTProtein_Interphase_1,Expt-1
2_14,5.0,261.0,927.0,594.8,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0002.tif,692.4221344949633,218.635,462.0,1168.0,779.0,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0002.tif,319.95153664302603,147.415,2.4347437370464644,0.8590135559918709,2.834348445450499,1.3096839273705447,0.7635430038510911,0.3528147718058911,Interphase,KTProtein_Interphase_1,Expt-1
4_1,13.0,454.0,7883.0,3288.923076923077,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,879.0,4752.0,2554.923076923077,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,7.094791424688332,3.857041460931464,1.83943872435713,0.7768266442136776,1.2872884928042392,0.5436440946677865,Interphase,KTProtein_Interphase_1,Expt-1
4_2,25.0,708.0,10147.0,4251.44,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,480.0,6700.0,2638.92,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,7.328043319795897,4.98582057565282,1.4697767816958391,0.6207120410966638,1.6110530065329753,0.6803754232980825,Interphase,KTProtein_Interphase_1,Expt-1
4_3,34.0,1074.0,17681.0,6211.088235294118,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,339.0,13118.0,3619.176470588235,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,10.050127309072124,7.283972376588775,1.379759118990343,0.5826960322383592,1.7161606475311253,0.7247641898042052,Interphase,KTProtein_Interphase_1,Expt-1
4_4,34.0,1333.0,11449.0,4877.794117647059,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,432.0,9175.0,3077.0882352941176,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,8.544797071176694,5.7203691632865565,1.4937492366781802,0.630836021586421,1.585198000401449,0.6694564090448096,Interphase,KTProtein_Interphase_1,Expt-1
4_5,25.0,471.0,6536.0,2933.36,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,768.0,5699.0,2473.96,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,6.869964247283835,3.4400595195503074,1.997048076709409,0.8433877873837511,1.1856941906902294,0.500739071664077,Interphase,KTProtein_Interphase_1,Expt-1
4_6,16.0,838.0,7395.0,3744.5625,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,903.0,5321.0,2415.125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,6.706584747821861,4.391386626488429,1.527213456307485,0.6449685377130172,1.5504632265410694,0.6547873159903999,Interphase,KTProtein_Interphase_1,Expt-1
4_7,23.0,380.0,7108.0,3537.782608695652,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,1064.0,5402.0,2526.478260869565,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,7.0158027307287725,4.148888217314955,1.6910078949461804,0.7141417493148496,1.4002822282262646,0.5913632946295777,Interphase,KTProtein_Interphase_1,Expt-1
4_8,32.0,343.0,9368.0,3990.4375,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,396.0,6321.0,2596.78125,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,7.211027803811309,4.679733312326318,1.5409057146093377,0.650751014143186,1.5366860416140173,0.6489689735841675,Interphase,KTProtein_Interphase_1,Expt-1
4_9,5.0,2953.0,5024.0,4051.4,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-C(particle)0004.tif,852.706176544136,199.28,1372.0,3864.0,2677.6,Expt2023_011_set5_RPE-1-p21-GFP-PCNA-mRuby_200k_6days-GFP-CENPC-CENPA-DAPI-5_R3D_D3D-1-interphase-CENP-A(mask)0004.tif,360.1125,145.25,7.435454198340795,4.751226285729032,1.5649547614000652,0.6609073406723601,1.5130714072303557,0.6389961068940829,Interphase,KTProtein_Interphase_1,Expt-1
